	Kingdom	Phylum	Class	Order	Family	Genus	Species	Taxonomy
ASV247	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	NA	g:Enterovibrio
ASV248	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum/pullorum	Bifidobacterium longum/pullorum
ASV249	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	conchae	Ruegeria conchae
ASV250	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	g:Vibrio
ASV252	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA	g:Pseudohongiella
ASV255	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	NA	g:Formosa
ASV256	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	f:Mitochondria
ASV257	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	NA	g:Enterovibrio
ASV259	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	NA	g:OM60(NOR5)_clade
ASV260	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA	f:Sandaracinaceae
ASV261	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	NA	NA	f:Nitriliruptoraceae
ASV262	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Litorimicrobium	NA	g:Litorimicrobium
ASV263	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV264	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	NA	g:SAR92_clade
ASV265	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Actibacter	haliotis	Actibacter haliotis
ASV266	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Profundimonas	NA	g:Profundimonas
ASV267	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Haloferula	NA	g:Haloferula
ASV268	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA	g:Fuerstia
ASV269	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	meonggei	Ruegeria meonggei
ASV270	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	NA	g:Colwellia
ASV271	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Leucothrix	mucor	Leucothrix mucor
ASV272	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	NA	g:Shewanella
ASV274	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudahrensia	NA	g:Pseudahrensia
ASV277	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV278	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	aestuarii	Roseovarius aestuarii
ASV279	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA	f:Rubinisphaeraceae
ASV280	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	NA	g:Phaeobacter
ASV281	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA	f:Rubinisphaeraceae
ASV282	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Paucibacter	NA	g:Paucibacter
ASV284	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA	NA	f:AEGEAN-169_marine_group
ASV285	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	f:Microbacteriaceae
ASV286	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV288	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	undariae	Sulfitobacter undariae
ASV289	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA	f:Saprospiraceae
ASV290	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	NA	f:Clade_II
ASV291	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade	NA	g:OM43_clade
ASV292	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV293	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA	g:NS5_marine_group
ASV294	Bacteria	Actinobacteriota	Actinobacteria	PeM15	NA	NA	NA	o:PeM15
ASV295	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	kaustophilus	Geobacillus kaustophilus
ASV296	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	NA	NA	f:Cellulomonadaceae
ASV297	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a_marine_group	NA	g:NS3a_marine_group
ASV298	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nioella	NA	g:Nioella
ASV299	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV301	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	NA	g:Ruegeria
ASV302	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria	NA	g:Tateyamaria
ASV303	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	brevis	Sulfitobacter brevis
ASV304	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Marinicella	NA	g:Marinicella
ASV306	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV308	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	brasiliensis	Rubinisphaera brasiliensis
ASV310	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Alkalimarinus	NA	g:Alkalimarinus
ASV311	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	NA	g:Desulfobulbus
ASV312	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Actibacter	NA	g:Actibacter
ASV314	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	g:Vibrio
ASV315	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV317	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV319	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA	f:Micrococcaceae
ASV320	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	NA	NA	f:Sporolactobacillaceae
ASV321	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria	omphalii	Tateyamaria omphalii
ASV323	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA	o:JGI_0000069-P22
ASV324	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	g:Lactobacillus
ASV325	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	NA	g:Psychrobacter
ASV327	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	baltica/rubra	Rhodopirellula baltica/rubra
ASV328	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Methyloceanibacter	NA	g:Methyloceanibacter
ASV329	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA	g:NS5_marine_group
ASV330	Bacteria	Firmicutes	Limnochordia	Limnochordia_or	Limnochordia_fa	Hydrogenispora	NA	g:Hydrogenispora
ASV332	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	NA	g:Glaciecola
ASV333	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aestuariicoccus	NA	g:Aestuariicoccus
ASV336	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus	NA	g:Desulforhopalus
ASV337	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA	g:NS5_marine_group
ASV338	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa	NA	g:Thiohalocapsa
ASV343	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	carniphilus/martis	Vagococcus carniphilus/martis
ASV344	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV345	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudoruegeria	NA	g:Pseudoruegeria
ASV346	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	f:Rhizobiaceae
ASV347	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	isoporae/marina	Shimia isoporae/marina
ASV348	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	NA	g:Roseibacillus
ASV349	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aurantimonas	coralicida/litoralis	Aurantimonas coralicida/litoralis
ASV350	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	NA	g:Enterovibrio
ASV351	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade	NA	g:OM43_clade
ASV352	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Agarivorans	aestuarii/albus	Agarivorans aestuarii/albus
ASV353	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	NA	g:Halioglobus
ASV354	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV356	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	beijerinckii/sartagoforme	Clostridium_sensu_stricto_1 beijerinckii/sartagoforme
ASV359	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	g:Vibrio
ASV360	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutimonas	saemankumensis/vermicola	Lutimonas saemankumensis/vermicola
ASV361	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA	f:Desulfocapsaceae
ASV362	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Marinobacterium	NA	g:Marinobacterium
ASV363	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	NA	g:Alteromonas
ASV364	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA	g:Blastopirellula
ASV365	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	c:KD4-96
ASV366	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA	f:Desulfocapsaceae
ASV367	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV370	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA	g:Pseudohongiella
ASV371	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Sphaerobacter	NA	g:Sphaerobacter
ASV372	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	NA	g:Celeribacter
ASV373	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	cremea	Blastopirellula cremea
ASV374	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV375	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV377	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	NA	g:Photobacterium
ASV378	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV380	Bacteria	Firmicutes	Limnochordia	Limnochordia_or	Limnochordia_fa	Hydrogenispora	NA	g:Hydrogenispora
ASV381	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	f:67-14
ASV382	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutimonas	NA	g:Lutimonas
ASV383	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA	g:Neisseria
ASV384	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA	f:Comamonadaceae
ASV385	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	NA	NA	f:Sedimenticolaceae
ASV386	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA	f:Desulfocapsaceae
ASV387	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV388	Bacteria	Actinobacteriota	Actinobacteria	PeM15	NA	NA	NA	o:PeM15
ASV390	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	aphoticum	Photobacterium aphoticum
ASV391	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	c:Actinobacteria
ASV392	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus_Arthromitus	NA	g:Candidatus_Arthromitus
ASV393	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thiogranum	NA	g:Thiogranum
ASV394	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	NA	o:KI89A_clade
ASV395	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	f:Rhizobiaceae
ASV396	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	g:Legionella
ASV397	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA	g:Staphylococcus
ASV398	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Lentilitoribacter	donghaensis	Lentilitoribacter donghaensis
ASV399	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade	NA	g:OM43_clade
ASV400	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	acidophilus/amylovorus	Lactobacillus acidophilus/amylovorus
ASV401	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV402	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA	f:Saprospiraceae
ASV403	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea	NA	g:Planktotalea
ASV404	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	fluvialis	Vagococcus fluvialis
ASV405	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	g:Lactobacillus
ASV406	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	litoralis	Sulfitobacter litoralis
ASV407	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	NA	g:NS4_marine_group
ASV408	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV409	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA	f:Desulfocapsaceae
ASV410	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	f:Mitochondria
ASV411	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA	f:Cryomorphaceae
ASV412	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	NA	NA	f:Sedimenticolaceae
ASV413	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	NA	g:Pseudarthrobacter
ASV414	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	timonensis	Enterococcus timonensis
ASV415	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Roseimaritima	NA	g:Roseimaritima
ASV416	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA	g:Sulfurovum
ASV417	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	f:Lachnospiraceae
ASV418	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	NA	g:Anoxybacillus
ASV419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	pontis	Lactobacillus pontis
ASV420	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermomonospora	curvata	Thermomonospora curvata
ASV421	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	curvatus/hydrogenophilus	Desulfobacter curvatus/hydrogenophilus
ASV422	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV423	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	NA	g:Photobacterium
ASV425	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	NA	NA	NA	o:HOC36
ASV426	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV427	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	NA	g:Roseobacter
ASV429	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limimaricola	aestuariicola/cinnabarinus	Limimaricola aestuariicola/cinnabarinus
ASV430	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	NA	g:Filomicrobium
ASV432	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	NA	g:Filomicrobium
ASV434	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	g:Lactobacillus
ASV435	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA	f:Caldilineaceae
ASV437	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	NA	g:Vagococcus
ASV438	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_fa	Peptoniphilus	NA	g:Peptoniphilus
ASV439	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudophaeobacter	leonis	Pseudophaeobacter leonis
ASV440	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	profundi	Rubritalea profundi
ASV441	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	NA	g:Persicirhabdus
ASV443	Bacteria	Firmicutes	Bacilli	Lactobacillales	Catellicoccaceae	Catellicoccus	NA	g:Catellicoccus
ASV444	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA	g:Sulfurovum
ASV446	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	NA	g:Roseibacillus
ASV447	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV448	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA	g:NS5_marine_group
ASV449	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita	NA	g:Marivita
ASV450	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	NA	g:Synechococcus_CC9902
ASV451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	NA	g:Ruegeria
ASV452	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	NA	g:Alicyclobacillus
ASV453	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	f:Rhizobiaceae
ASV454	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	baltica/islandica	Rhodopirellula baltica/islandica
ASV455	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Anderseniella	NA	g:Anderseniella
ASV456	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA	g:Pseudohongiella
ASV457	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	c:Bacilli
ASV458	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	g:Bacillus
ASV459	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	NA	g:Crocinitomix
ASV460	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibacterium	elongatum	Roseibacterium elongatum
ASV461	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Halochromatium	NA	g:Halochromatium
ASV462	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA	f:Cryomorphaceae
ASV463	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus_Thiobios	NA	g:Candidatus_Thiobios
ASV466	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA	g:Corynebacterium
ASV467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	geojensis/pacificus	Sulfitobacter geojensis/pacificus
ASV468	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibacterium	NA	g:Roseibacterium
ASV469	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA	g:Fuerstia
ASV470	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	NA	g:Sulfitobacter
ASV471	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sedimentitalea	NA	g:Sedimentitalea
ASV472	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA	NA	f:Unknown_Family
ASV473	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus_Thiobios	NA	g:Candidatus_Thiobios
ASV475	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	NA	g:Kurthia
ASV476	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA	f:Desulfocapsaceae
ASV477	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV478	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA	g:SUP05_cluster
ASV479	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	NA	g:Glutamicibacter
ASV480	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermobispora	bispora	Thermobispora bispora
ASV481	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	NA	g:Cetobacterium
ASV482	Bacteria	Spirochaetota	Brevinematia	Brevinematales	Brevinemataceae	Brevinema	NA	g:Brevinema
ASV484	Bacteria	Proteobacteria	Gammaproteobacteria	B2M28	NA	NA	NA	o:B2M28
ASV486	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	NA	g:Paenisporosarcina
ASV487	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria	pelophila	Tateyamaria pelophila
ASV488	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA	f:Desulfocapsaceae
ASV489	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV491	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	c:KD4-96
ASV493	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA	g:Fuerstia
ASV494	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Luminiphilus	NA	g:Luminiphilus
ASV495	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA	f:Hyphomicrobiaceae
